,index,consider_len,end_time,buy_discount_rate,sell_discount_rate,buy_power_threshold,sell_power_threshold,buy_accel_threshold,sell_accel_threshold,buy_power_ratio_threshold,mean_earning_rate,total_trade_count,oscillation_count,oscillation_ratio
56,0,20,20200902091000,0.5,0.5,2,1,0.5,0.5,20000,-0.03,3,1,0.33
57,0,20,20200902092000,0.5,0.5,2,1,0.5,0.5,20000,0.13,14,5,0.36
58,0,20,20200902093000,0.5,0.5,2,1,0.5,0.5,20000,-0.13,22,11,0.5
59,0,20,20200902101000,0.5,0.5,2,1,0.5,0.5,20000,-0.13,42,25,0.6
60,0,20,20200902091000,0.5,0.5,2,1,0.5,0.7,100,-0.27,23,17,0.74
61,0,20,20200902092000,0.5,0.5,2,1,0.5,0.7,100,-0.19,75,50,0.67
62,0,20,20200902093000,0.5,0.5,2,1,0.5,0.7,100,-0.24,124,86,0.69
63,0,20,20200902101000,0.5,0.5,2,1,0.5,0.7,100,-0.31,211,157,0.74
64,0,20,20200902091000,0.5,0.5,2,1,0.5,0.7,2000,-0.27,11,7,0.64
65,0,20,20200902092000,0.5,0.5,2,1,0.5,0.7,2000,-0.07,43,24,0.56
66,0,20,20200902093000,0.5,0.5,2,1,0.5,0.7,2000,-0.17,67,41,0.61
67,0,20,20200902101000,0.5,0.5,2,1,0.5,0.7,2000,-0.21,117,77,0.66
68,0,20,20200902091000,0.5,0.5,2,1,0.5,0.7,20000,0.21,3,1,0.33
69,0,20,20200902092000,0.5,0.5,2,1,0.5,0.7,20000,0.25,14,5,0.36
70,0,20,20200902093000,0.5,0.5,2,1,0.5,0.7,20000,-0.06,22,11,0.5
71,0,20,20200902101000,0.5,0.5,2,1,0.5,0.7,20000,-0.06,40,22,0.55
72,0,20,20200902091000,0.5,0.5,2,2,0.3,0.3,100,-0.28,252,202,0.8
73,0,20,20200902092000,0.5,0.5,2,2,0.3,0.3,100,-0.29,981,815,0.83
74,0,20,20200902093000,0.5,0.5,2,2,0.3,0.3,100,-0.3,1953,1682,0.86
75,0,20,20200902101000,0.5,0.5,2,2,0.3,0.3,100,-0.3,3346,2914,0.87
76,0,20,20200902091000,0.5,0.5,2,2,0.3,0.3,2000,-0.24,121,93,0.77
77,0,20,20200902092000,0.5,0.5,2,2,0.3,0.3,2000,-0.26,475,391,0.82
78,0,20,20200902093000,0.5,0.5,2,2,0.3,0.3,2000,-0.28,954,808,0.85
79,0,20,20200902101000,0.5,0.5,2,2,0.3,0.3,2000,-0.28,1686,1435,0.85
80,0,20,20200902091000,0.5,0.5,2,2,0.3,0.3,20000,-0.16,34,25,0.74
81,0,20,20200902092000,0.5,0.5,2,2,0.3,0.3,20000,-0.24,151,123,0.81
82,0,20,20200902093000,0.5,0.5,2,2,0.3,0.3,20000,-0.28,345,292,0.85
83,0,20,20200902101000,0.5,0.5,2,2,0.3,0.3,20000,-0.28,638,541,0.85
84,0,20,20200902091000,0.5,0.5,2,2,0.3,0.5,100,-0.33,119,97,0.82
85,0,20,20200902092000,0.5,0.5,2,2,0.3,0.5,100,-0.32,398,318,0.8
86,0,20,20200902093000,0.5,0.5,2,2,0.3,0.5,100,-0.34,799,664,0.83
87,0,20,20200902101000,0.5,0.5,2,2,0.3,0.5,100,-0.34,1388,1158,0.83
88,0,20,20200902091000,0.5,0.5,2,2,0.3,0.5,2000,-0.29,65,50,0.77
89,0,20,20200902092000,0.5,0.5,2,2,0.3,0.5,2000,-0.27,227,172,0.76
90,0,20,20200902093000,0.5,0.5,2,2,0.3,0.5,2000,-0.3,463,371,0.8
91,0,20,20200902101000,0.5,0.5,2,2,0.3,0.5,2000,-0.32,826,669,0.81
92,0,20,20200902091000,0.5,0.5,2,2,0.3,0.5,20000,-0.12,21,15,0.71
93,0,20,20200902092000,0.5,0.5,2,2,0.3,0.5,20000,-0.19,80,55,0.69
94,0,20,20200902093000,0.5,0.5,2,2,0.3,0.5,20000,-0.25,182,140,0.77
95,0,20,20200902101000,0.5,0.5,2,2,0.3,0.5,20000,-0.27,343,272,0.79
96,0,20,20200902091000,0.5,0.5,2,2,0.3,0.7,100,-0.34,94,76,0.81
