,index,consider_len,end_time,buy_discount_rate,sell_discount_rate,buy_power_threshold,sell_power_threshold,buy_accel_threshold,sell_accel_threshold,buy_power_ratio_threshold,mean_earning_rate,total_trade_count,oscillation_count,oscillation_ratio,profit
1499,0,20,20200901091000 ,0.5,0.9,10,1,0.5,0.7,100,-0.1,9,3,0.33,
2087,0,20,20200901093000 ,0.7,0.5,10,2,0.5,0.7,100,-0.1,16,10,0.62,
2243,0,20,20200901091000 ,0.7,0.7,2,2,0.3,0.5,100,-0.1,40,26,0.65,
2409,0,20,20200901093000 ,0.7,0.7,5,2,0.5,0.7,100,-0.1,23,12,0.52,
2617,0,20,20200901091000 ,0.7,0.9,2,1,0.3,0.5,100,-0.1,39,24,0.62,
88,0,20,20200901091000 ,0.5,0.5,2,2,0.3,0.5,2000,-0.11,51,33,0.65,
245,0,20,20200901092000 ,0.5,0.5,5,2,0.3,0.7,2000,-0.11,96,66,0.69,
317,0,20,20200901092000 ,0.5,0.5,10,1,0.3,0.7,2000,-0.11,71,48,0.68,
338,0,20,20200901093000 ,0.5,0.5,10,1,0.5,0.5,100,-0.11,51,35,0.69,
432,0,20,20200901091000 ,0.5,0.5,100,1,0.3,0.3,100,-0.11,34,24,0.71,
470,0,20,20200901093000 ,0.5,0.5,100,1,0.5,0.3,100,-0.11,30,21,0.7,
504,0,20,20200901091000 ,0.5,0.5,100,2,0.3,0.3,100,-0.11,34,24,0.71,
542,0,20,20200901093000 ,0.5,0.5,100,2,0.5,0.3,100,-0.11,30,21,0.7,
605,0,20,20200901092000 ,0.5,0.7,2,1,0.3,0.7,2000,-0.11,121,87,0.72,
709,0,20,20200901092000 ,0.5,0.7,2,2,0.5,0.7,100,-0.11,73,58,0.79,
737,0,20,20200901092000 ,0.5,0.7,5,1,0.3,0.5,2000,-0.11,112,75,0.67,
779,0,20,20200901101000 ,0.5,0.7,5,1,0.5,0.5,20000,-0.11,22,12,0.55,
862,0,20,20200901093000 ,0.5,0.7,5,2,0.5,0.7,20000,-0.11,14,7,0.5,
893,0,20,20200901092000 ,0.5,0.7,10,1,0.3,0.7,2000,-0.11,66,44,0.67,
924,0,20,20200901091000 ,0.5,0.7,10,1,0.5,0.7,100,-0.11,10,7,0.7,
1008,0,20,20200901091000 ,0.5,0.7,100,1,0.3,0.3,100,-0.11,34,24,0.71,
1046,0,20,20200901093000 ,0.5,0.7,100,1,0.5,0.3,100,-0.11,30,21,0.7,
1079,0,20,20200901091000 ,0.5,0.7,100,2,0.3,0.3,100,-0.11,34,24,0.71,
1117,0,20,20200901093000 ,0.5,0.7,100,2,0.5,0.3,100,-0.11,30,21,0.7,
1205,0,20,20200901093000 ,0.5,0.9,2,1,0.5,0.5,2000,-0.11,67,48,0.72,
1209,0,20,20200901093000 ,0.5,0.9,2,1,0.5,0.5,20000,-0.11,19,12,0.63,
1211,0,20,20200901091000 ,0.5,0.9,2,1,0.5,0.7,100,-0.11,19,11,0.58,
1354,0,20,20200901101000 ,0.5,0.9,5,1,0.5,0.5,20000,-0.11,22,11,0.5,
1502,0,20,20200901101000 ,0.5,0.9,10,1,0.5,0.7,100,-0.11,73,35,0.48,
1566,0,20,20200901101000 ,0.5,0.9,10,2,0.5,0.5,2000,-0.11,59,46,0.78,
1570,0,20,20200901101000 ,0.5,0.9,10,2,0.5,0.5,20000,-0.11,18,13,0.72,
1583,0,20,20200901091000 ,0.5,0.9,100,1,0.3,0.3,100,-0.11,34,24,0.71,
1596,0,20,20200901092000 ,0.5,0.9,100,1,0.3,0.5,100,-0.11,41,23,0.56,
1621,0,20,20200901093000 ,0.5,0.9,100,1,0.5,0.3,100,-0.11,30,21,0.7,
1654,0,20,20200901091000 ,0.5,0.9,100,2,0.3,0.3,100,-0.11,35,25,0.71,
1688,0,20,20200901093000 ,0.5,0.9,100,2,0.3,0.7,20000,-0.11,37,23,0.62,
1692,0,20,20200901093000 ,0.5,0.9,100,2,0.5,0.3,100,-0.11,30,21,0.7,
1803,0,20,20200901091000 ,0.7,0.5,2,2,0.3,0.5,100,-0.11,42,27,0.64,
1837,0,20,20200901091000 ,0.7,0.5,2,2,0.5,0.5,100,-0.11,11,8,0.73,
1847,0,20,20200901091000 ,0.7,0.5,2,2,0.5,0.7,100,-0.11,11,8,0.73,
1975,0,20,20200901091000 ,0.7,0.5,10,1,0.3,0.3,100,-0.11,40,30,0.75,
2011,0,20,20200901092000 ,0.7,0.5,10,1,0.5,0.3,100,-0.11,24,18,0.75,
2034,0,20,20200901091000 ,0.7,0.5,10,2,0.3,0.3,100,-0.11,40,30,0.75,
2070,0,20,20200901092000 ,0.7,0.5,10,2,0.5,0.3,100,-0.11,24,18,0.75,
2079,0,20,20200901093000 ,0.7,0.5,10,2,0.5,0.5,100,-0.11,17,11,0.65,
2140,0,20,20200901092000 ,0.7,0.5,100,2,0.3,0.5,2000,-0.11,1,1,1,
2147,0,20,20200901092000 ,0.7,0.5,100,2,0.3,0.7,2000,-0.11,1,1,1,
2224,0,20,20200901101000 ,0.7,0.7,2,1,0.5,0.7,100,-0.11,56,31,0.55,
2415,0,20,20200901091000 ,0.7,0.7,10,1,0.3,0.3,100,-0.11,40,30,0.75,
2451,0,20,20200901092000 ,0.7,0.7,10,1,0.5,0.3,100,-0.11,24,18,0.75,
2461,0,20,20200901101000 ,0.7,0.7,10,1,0.5,0.5,100,-0.11,27,15,0.56,
2474,0,20,20200901091000 ,0.7,0.7,10,2,0.3,0.3,100,-0.11,40,30,0.75,
2510,0,20,20200901092000 ,0.7,0.7,10,2,0.5,0.3,100,-0.11,24,18,0.75,
2664,0,20,20200901101000 ,0.7,0.9,2,1,0.5,0.7,100,-0.11,58,29,0.5,
2809,0,20,20200901092000 ,0.7,0.9,5,2,0.3,0.5,100,-0.11,86,61,0.71,
2855,0,20,20200901091000 ,0.7,0.9,10,1,0.3,0.3,100,-0.11,40,30,0.75,
2891,0,20,20200901092000 ,0.7,0.9,10,1,0.5,0.3,100,-0.11,24,18,0.75,
2914,0,20,20200901091000 ,0.7,0.9,10,2,0.3,0.3,100,-0.11,41,31,0.76,
2950,0,20,20200901092000 ,0.7,0.9,10,2,0.5,0.3,100,-0.11,24,18,0.75,
16,0,20,20200901091000 ,0.5,0.5,2,1,0.3,0.5,2000,-0.12,50,32,0.64,
57,0,20,20200901092000 ,0.5,0.5,2,1,0.5,0.5,20000,-0.12,12,7,0.58,
70,0,20,20200901093000 ,0.5,0.5,2,1,0.5,0.7,20000,-0.12,18,11,0.61,
156,0,20,20200901091000 ,0.5,0.5,5,1,0.3,0.5,100,-0.12,56,37,0.66,
604,0,20,20200901091000 ,0.5,0.7,2,1,0.3,0.7,2000,-0.12,31,23,0.74,
642,0,20,20200901093000 ,0.5,0.7,2,1,0.5,0.7,2000,-0.12,58,36,0.62,
664,0,20,20200901091000 ,0.5,0.7,2,2,0.3,0.5,2000,-0.12,58,38,0.66,
768,0,20,20200901091000 ,0.5,0.7,5,1,0.5,0.5,100,-0.12,16,12,0.75,
998,0,20,20200901093000 ,0.5,0.7,10,2,0.5,0.7,100,-0.12,49,33,0.67,
1066,0,20,20200901093000 ,0.5,0.7,100,1,0.5,0.5,20000,-0.12,5,4,0.8,
1146,0,20,20200901101000 ,0.5,0.7,100,2,0.5,0.7,2000,-0.12,23,15,0.65,
1272,0,20,20200901092000 ,0.5,0.9,2,2,0.5,0.5,100,-0.12,88,69,0.78,
1426,0,20,20200901101000 ,0.5,0.9,5,2,0.5,0.5,20000,-0.12,23,17,0.74,
1433,0,20,20200901093000 ,0.5,0.9,5,2,0.5,0.7,2000,-0.12,54,44,0.81,
1574,0,20,20200901101000 ,0.5,0.9,10,2,0.5,0.7,100,-0.12,91,70,0.77,
1689,0,20,20200901101000 ,0.5,0.9,100,2,0.3,0.7,20000,-0.12,67,39,0.58,
1783,0,20,20200901093000 ,0.7,0.5,2,1,0.5,0.7,100,-0.12,37,22,0.59,
1879,0,20,20200901093000 ,0.7,0.5,5,1,0.3,0.5,20000,-0.12,10,9,0.9,
1933,0,20,20200901092000 ,0.7,0.5,5,2,0.3,0.5,2000,-0.12,10,7,0.7,
2255,0,20,20200901091000 ,0.7,0.7,2,2,0.3,0.7,100,-0.12,27,19,0.7,
2319,0,20,20200901093000 ,0.7,0.7,5,1,0.3,0.5,20000,-0.12,10,7,0.7,
2378,0,20,20200901093000 ,0.7,0.7,5,2,0.3,0.5,20000,-0.12,10,8,0.8,
2653,0,20,20200901093000 ,0.7,0.9,2,1,0.5,0.5,100,-0.12,46,28,0.61,
2729,0,20,20200901093000 ,0.7,0.9,2,2,0.5,0.7,100,-0.12,46,34,0.74,
2805,0,20,20200901092000 ,0.7,0.9,5,2,0.3,0.3,20000,-0.12,5,4,0.8,
2868,0,20,20200901092000 ,0.7,0.9,10,1,0.3,0.5,100,-0.12,45,28,0.62,
2923,0,20,20200901092000 ,0.7,0.9,10,2,0.3,0.3,20000,-0.12,5,4,0.8,
2924,0,20,20200901093000 ,0.7,0.9,10,2,0.3,0.3,20000,-0.12,5,4,0.8,
29,0,20,20200901092000 ,0.5,0.5,2,1,0.3,0.7,2000,-0.13,121,82,0.68,
133,0,20,20200901092000 ,0.5,0.5,2,2,0.5,0.7,100,-0.13,63,49,0.78,
161,0,20,20200901092000 ,0.5,0.5,5,1,0.3,0.5,2000,-0.13,118,80,0.68,
194,0,20,20200901093000 ,0.5,0.5,5,1,0.5,0.5,100,-0.13,74,51,0.69,
329,0,20,20200901092000 ,0.5,0.5,10,1,0.5,0.3,2000,-0.13,34,25,0.74,
401,0,20,20200901092000 ,0.5,0.5,10,2,0.5,0.3,2000,-0.13,34,25,0.74,
468,0,20,20200901091000 ,0.5,0.5,100,1,0.5,0.3,100,-0.13,8,6,0.75,
529,0,20,20200901092000 ,0.5,0.5,100,2,0.3,0.7,100,-0.13,40,27,0.67,
540,0,20,20200901091000 ,0.5,0.5,100,2,0.5,0.3,100,-0.13,8,6,0.75,
697,0,20,20200901092000 ,0.5,0.7,2,2,0.5,0.5,100,-0.13,79,63,0.8,
705,0,20,20200901092000 ,0.5,0.7,2,2,0.5,0.5,20000,-0.13,12,8,0.67,
718,0,20,20200901093000 ,0.5,0.7,2,2,0.5,0.7,20000,-0.13,19,11,0.58,
821,0,20,20200901092000 ,0.5,0.7,5,2,0.3,0.7,2000,-0.13,104,76,0.73,
858,0,20,20200901093000 ,0.5,0.7,5,2,0.5,0.7,2000,-0.13,48,31,0.65,
881,0,20,20200901092000 ,0.5,0.7,10,1,0.3,0.5,2000,-0.13,87,61,0.7,
905,0,20,20200901092000 ,0.5,0.7,10,1,0.5,0.3,2000,-0.13,34,25,0.74,
977,0,20,20200901092000 ,0.5,0.7,10,2,0.5,0.3,2000,-0.13,34,25,0.74,
1029,0,20,20200901092000 ,0.5,0.7,100,1,0.3,0.5,20000,-0.13,15,12,0.8,
1044,0,20,20200901091000 ,0.5,0.7,100,1,0.5,0.3,100,-0.13,8,6,0.75,
1115,0,20,20200901091000 ,0.5,0.7,100,2,0.5,0.3,100,-0.13,8,6,0.75,
1480,0,20,20200901092000 ,0.5,0.9,10,1,0.5,0.3,2000,-0.13,34,25,0.74,
1552,0,20,20200901092000 ,0.5,0.9,10,2,0.5,0.3,2000,-0.13,34,25,0.74,
1617,0,20,20200901093000 ,0.5,0.9,100,1,0.3,0.7,20000,-0.13,34,11,0.32,
1619,0,20,20200901091000 ,0.5,0.9,100,1,0.5,0.3,100,-0.13,8,6,0.75,
1690,0,20,20200901091000 ,0.5,0.9,100,2,0.5,0.3,100,-0.13,8,6,0.75,
1815,0,20,20200901091000 ,0.7,0.5,2,2,0.3,0.7,100,-0.13,30,21,0.7,
1941,0,20,20200901092000 ,0.7,0.5,5,2,0.3,0.7,100,-0.13,53,37,0.7,
2021,0,20,20200901101000 ,0.7,0.5,10,1,0.5,0.5,100,-0.13,27,17,0.63,
2310,0,20,20200901092000 ,0.7,0.7,5,1,0.3,0.5,100,-0.13,70,47,0.67,
2528,0,20,20200901101000 ,0.7,0.7,10,2,0.5,0.7,100,-0.13,26,15,0.58,
2601,0,20,20200901092000 ,0.7,0.7,100,2,0.5,0.7,100,-0.13,5,3,0.6,
2730,0,20,20200901101000 ,0.7,0.9,2,2,0.5,0.7,100,-0.13,67,49,0.73,
121,0,20,20200901092000 ,0.5,0.5,2,2,0.5,0.5,100,-0.14,69,54,0.78,
233,0,20,20200901092000 ,0.5,0.5,5,2,0.3,0.5,2000,-0.14,121,85,0.7,
292,0,20,20200901091000 ,0.5,0.5,10,1,0.3,0.3,2000,-0.14,71,51,0.72,
312,0,20,20200901091000 ,0.5,0.5,10,1,0.3,0.7,100,-0.14,30,21,0.7,
351,0,20,20200901101000 ,0.5,0.5,10,1,0.5,0.7,100,-0.14,77,53,0.69,
364,0,20,20200901091000 ,0.5,0.5,10,2,0.3,0.3,2000,-0.14,71,51,0.72,
389,0,20,20200901092000 ,0.5,0.5,10,2,0.3,0.7,2000,-0.14,75,53,0.71,
517,0,20,20200901092000 ,0.5,0.5,100,2,0.3,0.5,100,-0.14,43,29,0.67,
593,0,20,20200901092000 ,0.5,0.7,2,1,0.3,0.5,2000,-0.14,157,111,0.71,
787,0,20,20200901101000 ,0.5,0.7,5,1,0.5,0.7,2000,-0.14,66,37,0.56,
852,0,20,20200901091000 ,0.5,0.7,5,2,0.5,0.7,100,-0.14,19,14,0.74,
868,0,20,20200901091000 ,0.5,0.7,10,1,0.3,0.3,2000,-0.14,71,51,0.72,
931,0,20,20200901101000 ,0.5,0.7,10,1,0.5,0.7,2000,-0.14,54,31,0.57,
940,0,20,20200901091000 ,0.5,0.7,10,2,0.3,0.3,2000,-0.14,71,51,0.72,
965,0,20,20200901092000 ,0.5,0.7,10,2,0.3,0.7,2000,-0.14,74,52,0.7,
986,0,20,20200901093000 ,0.5,0.7,10,2,0.5,0.5,100,-0.14,53,37,0.7,
1002,0,20,20200901093000 ,0.5,0.7,10,2,0.5,0.7,2000,-0.14,38,24,0.63,
1133,0,20,20200901093000 ,0.5,0.7,100,2,0.5,0.5,2000,-0.14,14,10,0.71,
1343,0,20,20200901091000 ,0.5,0.9,5,1,0.5,0.5,100,-0.14,16,10,0.62,
1345,0,20,20200901093000 ,0.5,0.9,5,1,0.5,0.5,100,-0.14,74,49,0.66,
1350,0,20,20200901101000 ,0.5,0.9,5,1,0.5,0.5,2000,-0.14,72,46,0.64,
1400,0,20,20200901092000 ,0.5,0.9,5,2,0.3,0.7,20000,-0.14,74,52,0.7,
1434,0,20,20200901101000 ,0.5,0.9,5,2,0.5,0.7,2000,-0.14,77,61,0.79,
1443,0,20,20200901091000 ,0.5,0.9,10,1,0.3,0.3,2000,-0.14,71,51,0.72,
1490,0,20,20200901101000 ,0.5,0.9,10,1,0.5,0.5,100,-0.14,79,45,0.57,
1515,0,20,20200901091000 ,0.5,0.9,10,2,0.3,0.3,2000,-0.14,72,52,0.72,
1540,0,20,20200901092000 ,0.5,0.9,10,2,0.3,0.7,2000,-0.14,116,88,0.76,
1562,0,20,20200901101000 ,0.5,0.9,10,2,0.5,0.5,100,-0.14,94,73,0.78,
1618,0,20,20200901101000 ,0.5,0.9,100,1,0.3,0.7,20000,-0.14,62,24,0.39,
1949,0,20,20200901093000 ,0.7,0.5,5,2,0.3,0.7,20000,-0.14,9,8,0.89,
2381,0,20,20200901092000 ,0.7,0.7,5,2,0.3,0.7,100,-0.14,49,34,0.69,
2750,0,20,20200901092000 ,0.7,0.9,5,1,0.3,0.5,100,-0.14,70,45,0.64,
2818,0,20,20200901093000 ,0.7,0.9,5,2,0.3,0.5,20000,-0.14,13,10,0.77,
2881,0,20,20200901093000 ,0.7,0.9,10,1,0.3,0.7,100,-0.14,69,25,0.36,
198,0,20,20200901093000 ,0.5,0.5,5,1,0.5,0.5,2000,-0.15,49,32,0.65,
342,0,20,20200901093000 ,0.5,0.5,10,1,0.5,0.5,2000,-0.15,40,27,0.67,
410,0,20,20200901093000 ,0.5,0.5,10,2,0.5,0.5,100,-0.15,53,37,0.7,
486,0,20,20200901093000 ,0.5,0.5,100,1,0.5,0.5,2000,-0.15,14,10,0.71,
487,0,20,20200901101000 ,0.5,0.5,100,1,0.5,0.5,2000,-0.15,24,17,0.71,
708,0,20,20200901091000 ,0.5,0.7,2,2,0.5,0.7,100,-0.15,28,21,0.75,
919,0,20,20200901101000 ,0.5,0.7,10,1,0.5,0.5,2000,-0.15,57,35,0.61,
923,0,20,20200901101000 ,0.5,0.7,10,1,0.5,0.5,20000,-0.15,18,9,0.5,
1218,0,20,20200901101000 ,0.5,0.9,2,1,0.5,0.7,2000,-0.15,101,66,0.65,
1312,0,20,20200901092000 ,0.5,0.9,5,1,0.3,0.5,2000,-0.15,140,97,0.69,
1328,0,20,20200901092000 ,0.5,0.9,5,1,0.3,0.7,20000,-0.15,57,34,0.6,
1396,0,20,20200901092000 ,0.5,0.9,5,2,0.3,0.7,2000,-0.15,161,119,0.74,
1429,0,20,20200901093000 ,0.5,0.9,5,2,0.5,0.7,100,-0.15,86,69,0.8,
1528,0,20,20200901092000 ,0.5,0.9,10,2,0.3,0.5,2000,-0.15,132,102,0.77,
1784,0,20,20200901101000 ,0.7,0.5,2,1,0.5,0.7,100,-0.15,57,37,0.65,
1948,0,20,20200901092000 ,0.7,0.5,5,2,0.3,0.7,20000,-0.15,3,3,1,
2066,0,20,20200901092000 ,0.7,0.5,10,2,0.3,0.7,20000,-0.15,3,3,1,
2067,0,20,20200901093000 ,0.7,0.5,10,2,0.3,0.7,20000,-0.15,3,3,1,
2289,0,20,20200901093000 ,0.7,0.7,2,2,0.5,0.7,100,-0.15,39,24,0.62,
2410,0,20,20200901101000 ,0.7,0.7,5,2,0.5,0.7,100,-0.15,35,21,0.6,
2629,0,20,20200901091000 ,0.7,0.9,2,1,0.3,0.7,100,-0.15,26,16,0.62,
2630,0,20,20200901092000 ,0.7,0.9,2,1,0.3,0.7,100,-0.15,81,53,0.65,
2683,0,20,20200901091000 ,0.7,0.9,2,2,0.3,0.5,100,-0.15,54,37,0.69,
17,0,20,20200901092000 ,0.5,0.5,2,1,0.3,0.5,2000,-0.16,158,110,0.7,
48,0,20,20200901091000 ,0.5,0.5,2,1,0.5,0.5,100,-0.16,24,18,0.75,
101,0,20,20200901092000 ,0.5,0.5,2,2,0.3,0.7,2000,-0.16,132,96,0.73,
148,0,20,20200901091000 ,0.5,0.5,5,1,0.3,0.3,2000,-0.16,88,62,0.7,
215,0,20,20200901101000 ,0.5,0.5,5,1,0.5,0.7,20000,-0.16,21,13,0.62,
220,0,20,20200901091000 ,0.5,0.5,5,2,0.3,0.3,2000,-0.16,88,62,0.7,
228,0,20,20200901091000 ,0.5,0.5,5,2,0.3,0.5,100,-0.16,61,42,0.69,
274,0,20,20200901093000 ,0.5,0.5,5,2,0.5,0.5,20000,-0.16,14,8,0.57,
286,0,20,20200901093000 ,0.5,0.5,5,2,0.5,0.7,20000,-0.16,14,8,0.57,
305,0,20,20200901092000 ,0.5,0.5,10,1,0.3,0.5,2000,-0.16,92,66,0.72,
325,0,20,20200901092000 ,0.5,0.5,10,1,0.5,0.3,100,-0.16,58,42,0.72,
355,0,20,20200901101000 ,0.5,0.5,10,1,0.5,0.7,2000,-0.16,55,37,0.67,
397,0,20,20200901092000 ,0.5,0.5,10,2,0.5,0.3,100,-0.16,58,42,0.72,
422,0,20,20200901093000 ,0.5,0.5,10,2,0.5,0.7,100,-0.16,50,36,0.72,
472,0,20,20200901091000 ,0.5,0.5,100,1,0.5,0.3,2000,-0.16,7,6,0.86,
544,0,20,20200901091000 ,0.5,0.5,100,2,0.5,0.3,2000,-0.16,7,6,0.86,
635,0,20,20200901101000 ,0.5,0.7,2,1,0.5,0.5,20000,-0.16,32,19,0.59,
724,0,20,20200901091000 ,0.5,0.7,5,1,0.3,0.3,2000,-0.16,88,62,0.7,
770,0,20,20200901093000 ,0.5,0.7,5,1,0.5,0.5,100,-0.16,73,54,0.74,
796,0,20,20200901091000 ,0.5,0.7,5,2,0.3,0.3,2000,-0.16,88,62,0.7,
809,0,20,20200901092000 ,0.5,0.7,5,2,0.3,0.5,2000,-0.16,130,94,0.72,
854,0,20,20200901093000 ,0.5,0.7,5,2,0.5,0.7,100,-0.16,76,56,0.74,
901,0,20,20200901092000 ,0.5,0.7,10,1,0.5,0.3,100,-0.16,58,42,0.72,
915,0,20,20200901101000 ,0.5,0.7,10,1,0.5,0.5,100,-0.16,77,49,0.64,
927,0,20,20200901101000 ,0.5,0.7,10,1,0.5,0.7,100,-0.16,72,44,0.61,
953,0,20,20200901092000 ,0.5,0.7,10,2,0.3,0.5,2000,-0.16,94,68,0.72,
973,0,20,20200901092000 ,0.5,0.7,10,2,0.5,0.3,100,-0.16,58,42,0.72,
990,0,20,20200901093000 ,0.5,0.7,10,2,0.5,0.5,2000,-0.16,40,27,0.67,
1042,0,20,20200901093000 ,0.5,0.7,100,1,0.3,0.7,20000,-0.16,33,21,0.64,
1048,0,20,20200901091000 ,0.5,0.7,100,1,0.5,0.3,2000,-0.16,7,6,0.86,
1119,0,20,20200901091000 ,0.5,0.7,100,2,0.5,0.3,2000,-0.16,7,6,0.86,
1167,0,20,20200901091000 ,0.5,0.9,2,1,0.3,0.5,2000,-0.16,63,40,0.63,
1239,0,20,20200901091000 ,0.5,0.9,2,2,0.3,0.5,2000,-0.16,77,54,0.7,
1283,0,20,20200901091000 ,0.5,0.9,2,2,0.5,0.7,100,-0.16,29,21,0.72,
1289,0,20,20200901093000 ,0.5,0.9,2,2,0.5,0.7,2000,-0.16,74,62,0.84,
1299,0,20,20200901091000 ,0.5,0.9,5,1,0.3,0.3,2000,-0.16,88,62,0.7,
1371,0,20,20200901091000 ,0.5,0.9,5,2,0.3,0.3,2000,-0.16,89,63,0.71,
1384,0,20,20200901092000 ,0.5,0.9,5,2,0.3,0.5,2000,-0.16,181,136,0.75,
1421,0,20,20200901093000 ,0.5,0.9,5,2,0.5,0.5,2000,-0.16,57,48,0.84,
1456,0,20,20200901092000 ,0.5,0.9,10,1,0.3,0.5,2000,-0.16,99,69,0.7,
1476,0,20,20200901092000 ,0.5,0.9,10,1,0.5,0.3,100,-0.16,58,42,0.72,
1544,0,20,20200901092000 ,0.5,0.9,10,2,0.3,0.7,20000,-0.16,53,37,0.7,
1548,0,20,20200901092000 ,0.5,0.9,10,2,0.5,0.3,100,-0.16,58,42,0.72,
1623,0,20,20200901091000 ,0.5,0.9,100,1,0.5,0.3,2000,-0.16,7,6,0.86,
1675,0,20,20200901092000 ,0.5,0.9,100,2,0.3,0.5,20000,-0.16,18,14,0.78,
1684,0,20,20200901093000 ,0.5,0.9,100,2,0.3,0.7,2000,-0.16,82,59,0.72,
1694,0,20,20200901091000 ,0.5,0.9,100,2,0.5,0.3,2000,-0.16,7,6,0.86,
1730,0,20,20200901092000 ,0.7,0.5,2,1,0.3,0.3,2000,-0.16,28,20,0.71,
1796,0,20,20200901092000 ,0.7,0.5,2,2,0.3,0.3,2000,-0.16,28,20,0.71,
1861,0,20,20200901091000 ,0.7,0.5,5,1,0.3,0.3,2000,-0.16,7,5,0.71,
1870,0,20,20200901092000 ,0.7,0.5,5,1,0.3,0.5,100,-0.16,71,51,0.72,
1902,0,20,20200901093000 ,0.7,0.5,5,1,0.5,0.5,100,-0.16,25,16,0.64,
1920,0,20,20200901091000 ,0.7,0.5,5,2,0.3,0.3,2000,-0.16,7,5,0.71,
1938,0,20,20200901093000 ,0.7,0.5,5,2,0.3,0.5,20000,-0.16,10,9,0.9,
2170,0,20,20200901092000 ,0.7,0.7,2,1,0.3,0.3,2000,-0.16,28,20,0.71,
2175,0,20,20200901093000 ,0.7,0.7,2,1,0.3,0.3,20000,-0.16,34,25,0.74,
2176,0,20,20200901101000 ,0.7,0.7,2,1,0.3,0.3,20000,-0.16,50,38,0.76,
2178,0,20,20200901092000 ,0.7,0.7,2,1,0.3,0.5,100,-0.16,99,68,0.69,
2213,0,20,20200901093000 ,0.7,0.7,2,1,0.5,0.5,100,-0.16,46,30,0.65,
2214,0,20,20200901101000 ,0.7,0.7,2,1,0.5,0.5,100,-0.16,66,41,0.62,
2236,0,20,20200901092000 ,0.7,0.7,2,2,0.3,0.3,2000,-0.16,28,20,0.71,
2301,0,20,20200901091000 ,0.7,0.7,5,1,0.3,0.3,2000,-0.16,7,5,0.71,
2360,0,20,20200901091000 ,0.7,0.7,5,2,0.3,0.3,2000,-0.16,7,5,0.71,
2610,0,20,20200901092000 ,0.7,0.9,2,1,0.3,0.3,2000,-0.16,28,20,0.71,
2615,0,20,20200901093000 ,0.7,0.9,2,1,0.3,0.3,20000,-0.16,34,25,0.74,
2676,0,20,20200901092000 ,0.7,0.9,2,2,0.3,0.3,2000,-0.16,29,21,0.72,
2741,0,20,20200901091000 ,0.7,0.9,5,1,0.3,0.3,2000,-0.16,7,5,0.71,
2800,0,20,20200901091000 ,0.7,0.9,5,2,0.3,0.3,2000,-0.16,7,5,0.71,
3007,0,20,20200901101000 ,0.7,0.9,100,1,0.5,0.7,100,-0.16,9,3,0.33,
62,0,20,20200901093000 ,0.5,0.5,2,1,0.5,0.7,100,-0.17,90,66,0.73,
66,0,20,20200901093000 ,0.5,0.5,2,1,0.5,0.7,2000,-0.17,59,39,0.66,
89,0,20,20200901092000 ,0.5,0.5,2,2,0.3,0.5,2000,-0.17,165,119,0.72,
211,0,20,20200901101000 ,0.5,0.5,5,1,0.5,0.7,2000,-0.17,66,43,0.65,
240,0,20,20200901091000 ,0.5,0.5,5,2,0.3,0.7,100,-0.17,45,33,0.73,
270,0,20,20200901093000 ,0.5,0.5,5,2,0.5,0.5,2000,-0.17,49,34,0.69,
339,0,20,20200901101000 ,0.5,0.5,10,1,0.5,0.5,100,-0.17,82,57,0.7,
377,0,20,20200901092000 ,0.5,0.5,10,2,0.3,0.5,2000,-0.17,95,70,0.74,
502,0,20,20200901093000 ,0.5,0.5,100,1,0.5,0.7,20000,-0.17,5,4,0.8,
630,0,20,20200901093000 ,0.5,0.7,2,1,0.5,0.5,2000,-0.17,67,48,0.72,
636,0,20,20200901091000 ,0.5,0.7,2,1,0.5,0.7,100,-0.17,19,14,0.74,
714,0,20,20200901093000 ,0.5,0.7,2,2,0.5,0.7,2000,-0.17,66,48,0.73,
732,0,20,20200901091000 ,0.5,0.7,5,1,0.3,0.5,100,-0.17,54,36,0.67,
775,0,20,20200901101000 ,0.5,0.7,5,1,0.5,0.5,2000,-0.17,71,45,0.63,
846,0,20,20200901093000 ,0.5,0.7,5,2,0.5,0.5,2000,-0.17,51,36,0.71,
996,0,20,20200901091000 ,0.5,0.7,10,2,0.5,0.7,100,-0.17,15,11,0.73,
1213,0,20,20200901093000 ,0.5,0.9,2,1,0.5,0.7,100,-0.17,106,74,0.7,
1281,0,20,20200901093000 ,0.5,0.9,2,2,0.5,0.5,20000,-0.17,21,17,0.81,
1316,0,20,20200901092000 ,0.5,0.9,5,1,0.3,0.5,20000,-0.17,66,44,0.67,
1358,0,20,20200901101000 ,0.5,0.9,5,1,0.5,0.7,100,-0.17,109,67,0.61,
1388,0,20,20200901092000 ,0.5,0.9,5,2,0.3,0.5,20000,-0.17,83,61,0.73,
1422,0,20,20200901101000 ,0.5,0.9,5,2,0.5,0.5,2000,-0.17,80,65,0.81,
1472,0,20,20200901092000 ,0.5,0.9,10,1,0.3,0.7,20000,-0.17,39,21,0.54,
1498,0,20,20200901101000 ,0.5,0.9,10,1,0.5,0.5,20000,-0.17,18,8,0.44,
1735,0,20,20200901093000 ,0.7,0.5,2,1,0.3,0.3,20000,-0.17,34,25,0.74,
1736,0,20,20200901101000 ,0.7,0.5,2,1,0.3,0.3,20000,-0.17,50,38,0.76,
