time,price,volume
092000,5100,2473085
092005,5100,2473085
092010,5100,2480629
092015,5100,2480629
092020,5100,2480629
092025,5100,2480629
092030,5100,2480629
092035,5100,2480629
092040,5120,2486410
092045,5120,2486410
092050,5120,2486410
092055,5140,2499948
092100,5140,2499948
092105,5140,2499948
092110,5140,2510299
092115,5140,2510299
092120,5120,2513157
092125,5120,2513157
092130,5120,2513157
092135,5140,2532235
092140,5140,2532235
092145,5120,2534670
092150,5120,2534670
092155,5120,2534670
092200,5110,2537141
092205,5110,2537141
092210,5110,2537141
092215,5100,2542042
092220,5100,2542042
092225,5100,2542042
092230,5100,2545713
092235,5100,2545713
092240,5100,2545713
092245,5070,2552141
092250,5070,2552141
092255,5070,2552141
092300,5070,2552141
092305,5060,2561887
092310,5060,2561887
092315,5060,2561887
092320,5060,2561887
092325,5020,2574606
092330,5020,2574606
092335,5020,2574606
092340,5020,2574606
092345,5010,2584632
092350,5010,2584632
092355,5010,2584632
092400,5010,2631174
092405,5040,2638604
092410,5040,2638604
092415,5050,2639422
092420,5050,2639422
092425,5070,2639842
092430,5080,2641248
092435,5080,2642312
092440,5080,2643354
092445,5070,2643714
092450,5090,2647997
092455,5090,2648213
092500,5090,2649301
092505,5080,2650495
092510,5090,2651202
092515,5080,2657325
092520,5080,2657460
092525,5080,2657460
092530,5070,2659829
092535,5080,2659887
092540,5080,2660088
092545,5080,2661096
092550,5080,2663240
092555,5090,2663288
092600,5090,2666411
092605,5070,2667202
092610,5060,2669370
092615,5080,2669429
092620,5080,2670644
092625,5080,2671427
092630,5060,2677384
092635,5060,2677384
092640,5060,2677384
092645,5060,2677384
092650,5060,2677384
092655,5050,2679627
092700,5050,2679627
092705,5050,2683691
092710,5050,2683691
092715,5050,2683691
092720,5040,2690820
092725,5040,2690820
092730,5040,2690820
092735,5040,2701055
092740,5040,2701055
092745,5030,2706611
092750,5030,2706611
092755,5030,2706611
092800,5020,2712605
092805,5020,2712605
092810,5020,2712605
092815,5010,2725318
092820,5010,2725318
092825,5010,2725318
092830,5000,2735100
092835,5000,2735100
092840,4995,2772467
092845,4985,2782351
092850,4985,2782351
092855,4980,2788347
092900,4980,2788347
092905,4975,2794919
092910,4995,2810857
092915,4990,2816928
092920,4990,2829519
092925,4990,2829519
092930,4990,2829519
092935,4990,2829519
092940,4990,2836760
092945,4990,2836760
092950,4990,2836760
092955,4990,2836760
093000,4985,2842721
093005,4985,2842721
093010,4980,2849574
093015,4985,2855672
093020,4985,2855672
093025,4985,2855672
093030,4990,2864805
093035,4990,2864805
093040,4990,2864805
093045,4985,2870184
093050,4985,2870184
093055,4985,2870184
093100,4985,2870184
093105,4965,2883527
093110,4965,2883527
093115,4960,2887491
093120,4950,2923770
093125,4950,2923770
093130,4950,2931598
093135,4950,2946382
093140,4950,2964136
093145,4950,2964136
093150,4950,2964136
093155,4950,2972660
093200,4950,2972660
093205,4950,2972660
093210,4950,2979706
093215,4950,2979706
093220,4950,2987360
093225,4950,2987360
093230,4950,2987360
093235,4950,2987360
093240,4965,2991650
093245,4965,2991650
093250,4970,2992609
093255,4965,2993229
093300,4970,2994443
093305,4975,2996317
093310,4980,3006708
093315,5000,3013608
093320,5000,3015964
093325,5000,3041543
093330,5000,3048900
093335,5030,3059831
093340,5020,3067232
093345,5020,3067232
093350,5020,3072164
093355,5020,3072164
093400,5020,3072164
093405,5020,3082000
093410,5020,3082000
093415,5020,3084757
093420,5020,3084757
093425,5020,3084757
093430,5030,3091082
093435,5030,3091082
093440,5020,3091605
093445,5020,3091605
093450,5030,3094551
093455,5040,3095559
093500,5040,3095946
093505,5040,3097998
093510,5030,3098214
093515,5030,3101043
093520,5030,3102212
093525,5070,3116827
093530,5070,3116827
093535,5070,3138570
093540,5070,3138570
093545,5100,3145785
093550,5100,3145785
093555,5080,3150026
093600,5080,3150026
093605,5070,3153355
093610,5070,3153355
093615,5070,3153355
093620,5070,3153355
093625,5090,3163481
093630,5090,3163481
093635,5090,3163481
093640,5090,3163481
093645,5100,3178496
093650,5100,3178496
093655,5100,3178496
093700,5100,3178496
093705,5070,3195726
093710,5070,3195726
093715,5070,3195726
093720,5090,3201450
093725,5090,3201450
093730,5090,3201450
093735,5090,3201450
093740,5090,3201450
093745,5090,3201450
093750,5070,3206873
093755,5070,3206873
093800,5070,3206873
093805,5070,3206873
093810,5070,3206873
093815,5070,3206873
093820,5070,3206873
093825,5070,3206873
093830,5070,3206873
093835,5070,3206873
093840,5070,3206873
093845,5060,3220991
093850,5060,3220991
093855,5060,3220991
093900,5060,3220991
093905,5060,3220991
093910,5060,3220991
093915,5060,3220991
093920,5060,3220991
093925,5060,3220991
093930,5060,3220991
093935,5060,3226701
093940,5060,3226701
093945,5060,3226701
093950,5060,3226701
093955,5060,3226701
094000,5060,3226701
